"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis",140,0.475832446506055,1.34091400752468,0.046386991775297,0.171581991082819,0.131259173104972,4788,"tags=28%, list=13%, signal=24%","CCL2/SQSTM1/TNF/NFKB1/SDC4/NOS3/PRKAA1/NOX1/PIK3R3/P3R3URF-PIK3R3/ASS1/TP53/SDC2/JUN/ITGAV/HMOX1/NQO1/DUSP1/GSTA4/IKBKG/PDGFA/ARHGEF2/PTK2/IKBKB/RELA/MGST1/VEGFA/TNFRSF1A/RAC1/PRKAA2/CALML6/EDN1/ACTG1/MEF2A/CTNNB1/PIK3CD/FOS/MAPK10/MAP2K4"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",225,0.424250271676968,1.2756159947801,0.0459391949092175,0.171581991082819,0.131259173104972,4887,"tags=22%, list=13%, signal=19%","NFKB1/NFKBIA/AKR1C2/AKR1C1/AKR1C3/NOX1/FOXO3/PIK3R3/P3R3URF-PIK3R3/PRKD1/NDUFB4/PLD1/EGF/JUN/PRKD2/NDUFV2/HMOX1/ARNT/NQO1/EPHX1/MET/GSTA4/IKBKG/AHR/PTK2/SOD2/IKBKB/RELA/NRAS/MGST1/VEGFA/PTEN/RAC1/SOS2/COX6C/NDUFA13/NDUFB9/COX4I1/COX7A2/SLC25A6/NDUFA4L2/PLD2/PIK3CD/FOS/MAPK10/MAP2K4/AKR1C4/GRB2/NDUFA3"
"hsa04215","hsa04215","Apoptosis - multiple species",32,0.637649375907978,1.45463809423638,0.0482002033558809,0.176392233557692,0.134938979159801,3533,"tags=34%, list=9%, signal=31%","BIRC3/BOK/BBC3/BID/CASP8/CASP7/BAX/BIRC2/DIABLO/TNFRSF1A/BECN1"
"hsa01212","hsa01212","Fatty acid metabolism",57,-0.576247765016229,-1.40726094166355,0.0506028594467238,0.180177634473352,0.137834787693812,4561,"tags=40%, list=12%, signal=35%","ACSL1/HACD3/SCD5/ELOVL1/ACADL/SCD/MCAT/ACADM/ACSBG2/ACSBG1/ELOVL6/ELOVL2/FADS2/HSD17B4/FADS1/ACAT2/HACD2/ACAA1/ACACA/FASN/ACSL3/ELOVL5/ELOVL7"
"hsa05213","hsa05213","Endometrial cancer",59,0.55086445691335,1.39068835570221,0.0508432081610767,0.180177634473352,0.137834787693812,5319,"tags=37%, list=14%, signal=32%","GADD45G/CDKN1A/FOXO3/PIK3R3/P3R3URF-PIK3R3/TP53/EGF/LEF1/TCF7L2/ERBB2/ILK/BAX/NRAS/PTEN/SOS2/CTNNA1/GSK3B/CTNNB1/PIK3CD/GRB2/MAPK3/MAP2K2"
"hsa00240","hsa00240","Pyrimidine metabolism",58,-0.556713765728136,-1.36956279684612,0.0501930501930502,0.180177634473352,0.137834787693812,2822,"tags=33%, list=8%, signal=30%","CMPK2/CTPS2/ENTPD1/CAD/UMPS/UCK2/DHODH/CTPS1/UCK1/NT5DC4/DTYMK/NT5M/DUT/CANT1/TYMS/RRM1/DCK/TK1/RRM2"
"hsa04072","hsa04072","Phospholipase D signaling pathway",149,0.452803333983206,1.28779481159925,0.0513296749371757,0.180177634473352,0.137834787693812,5343,"tags=28%, list=14%, signal=24%","DGKH/PLA2G4C/PLPP2/PIK3R3/P3R3URF-PIK3R3/RRAS/SHC2/CXCL8/PLD1/EGF/KITLG/PLPP3/PIK3R6/PLA2G4A/LPAR6/TSC1/PTGFR/GAB1/AGPAT2/PDGFA/CYTH2/NRAS/PLCG2/MRAS/SOS2/AGT/SHC3/INSR/PLD2/RALB/SHC1/PIK3CD/SPHK2/ADCY7/CYTH3/GRB2/PIP5K1C/AGPAT3/MAPK3/PLA2G4D/MAP2K2/FCER1G"
"hsa04976","hsa04976","Bile secretion",90,0.490682494028634,1.3132888236316,0.0530785562632696,0.183382352941176,0.140286377708978,1762,"tags=22%, list=5%, signal=21%","UGT2B10/UGT2B15/ATP1B1/UGT2B17/UGT2B11/SLC51A/UGT2B7/SLC5A1/ABCG2/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/UGT1A7/NCEH1/UGT1A5/UGT1A6/EPHX1/UGT1A1"
"hsa03008","hsa03008","Ribosome biogenesis in eukaryotes",124,-0.453310002041524,-1.27184967556288,0.0533088235294118,0.183382352941176,0.140286377708978,8128,"tags=40%, list=22%, signal=32%","RIOK2/WDR36/WDR3/XRN1/POP4/POP5/NXF2B/UTP4/SBDS/IMP4/RCL1/RBM28/BMS1/RRP7A/WDR43/NMD3/UTP15/LOC102724159/MDN1/FBL/POP7/DKC1/NOP58/PWP2/RNA28SN1/RNA28SN3/RNA45SN3/RAN/SNU13/RNA28SN2/RNA45SN4/RNA28SN4/RPP30/RNA28SN5/SNORD3D/NOP56/RIOK1/SNORD3K/FBLL1/POP1/NXT1/NVL/TCOF1/RNA18SN2/RNA18SN3/RPP25/RNA18SN4/RNA18SN1/RNA18SN5/REXO5"
"hsa04071","hsa04071","Sphingolipid signaling pathway",122,0.463701219954645,1.28330571172523,0.0559139784946237,0.190439689130203,0.145685196703032,5689,"tags=32%, list=15%, signal=27%","TNF/NFKB1/SPTLC3/NOS3/PPP2R2A/PIK3R3/P3R3URF-PIK3R3/TP53/PLD1/SGMS1/SGPP1/PPP2R5B/BID/TRAF2/SGPL1/BAX/CTSD/RELA/NRAS/S1PR2/ACER2/PTEN/TNFRSF1A/RAC1/ROCK1/BDKRB2/CERS4/TRADD/PLD2/PIK3CD/SPHK2/PPP2R5E/MAPK10/MAPK3/MAP2K2/FCER1G/CERS5/PPP2R1B/GNA12"
"hsa05032","hsa05032","Morphine addiction",91,-0.485578788789872,-1.28889456407129,0.0573613766730402,0.191465677179963,0.146470071282101,5959,"tags=31%, list=16%, signal=26%","PDE2A/KCNJ9/GNG7/PDE11A/GNGT1/ADCY6/GRK3/GRK4/GNAI3/GABRQ/GNB2/GNAO1/PDE7A/GNAI2/PDE4A/ADCY1/PRKCA/GNB5/GRK6/GABRD/GNG11/GNG10/ADCY3/GNG13/GRK2/GNB3/ADORA1/GNB4"
"hsa05202","hsa05202","Transcriptional misregulation in cancer",198,0.430837367657671,1.27193260525075,0.0567901086367163,0.191465677179963,0.146470071282101,2982,"tags=24%, list=8%, signal=22%","BIRC3/NFKBIZ/NFKB1/GADD45G/IGFBP3/ITGAM/DUSP6/SMAD1/CDKN1A/ETV4/REL/TP53/H3C13/ETV6/RUNX2/CXCL8/TFE3/H3C6/H3C10/AFF1/JMJD1C/PBX1/JUP/MDM2/KDM6A/ETV5/HOXA10/NUPR1/FUT8/HOXA11/BAX/MET/SPINT1/H3-3B/ARNT2/PDGFA/LDB1/PTK2/CDK14/RELA/DDIT3/FUS/DDX5/BIRC2/ASPSCR1/CCNT2/RARA/ZBTB17"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",200,0.416550743061542,1.23039382322877,0.0584415584415584,0.191465677179963,0.146470071282101,5110,"tags=29%, list=14%, signal=25%","TNF/NFKB1/NFKBIA/CASP4/NFKBIB/FAS/OCLN/CLDN12/PAK2/CXCL8/CLDN4/MYO6/NAIP/JUN/TNFSF10/PTPN6/CASP8/CASP7/TRAF2/MYH9/MYH10/MYH14/TNFRSF10B/BAX/BAIAP2L1/ARHGEF12/IKBKG/TAB3/ARHGEF2/IKBKB/CYTH2/RELA/ABI1/NCK2/MYO10/TNFRSF1A/RAC1/ROCK1/CLDN20/PAK1/ARPC4/FCGR2A/MYO1D/RAB1A/MYO5B/TRADD/ACTG1/ARHGEF11/ARHGEF1/ARPC1B/FOS/CYTH3/TAB2/MAPK10/CDC42/BRK1/ARPC2/MAPK3"
"hsa05034","hsa05034","Alcoholism",187,0.415840098394153,1.2237292183293,0.0579399141630901,0.191465677179963,0.146470071282101,5640,"tags=34%, list=15%, signal=29%","H2AC19/DDC/H2AC18/H2BC4/H2AC13/H2AC20/CREB3/H2BC18/SHC2/H3C13/H4C2/H2BC21/H2BC8/H2BC5/H4C5/H4C8/H2AC6/H3C6/H2AC8/H3C10/H2AC15/H2BC7/H2BC6/LOC102724334/H2BC12/ATF6B/H4C12/H2BC11/H2BC12L/H3-3B/H4C16/CREB5/GNG3/H2AC17/SLC29A3/GNG5/NRAS/H4C11/H2AC7/H2AC4/PRKACB/SOS2/H3-5/HDAC7/CALML6/SHC3/HDAC5/GNG12/H4C15/SHC1/H3C14/PPP1R1B/H2AC25/H3C4/H2AC11/GRB2/H4C9/H2AC14/MAPK3/HDAC6/H3-3A/H4C14/GRIN3B/MACROH2A2"
"hsa04216","hsa04216","Ferroptosis",41,0.565943990058682,1.34770171569154,0.0613107822410148,0.198970840480274,0.152211475275608,3275,"tags=34%, list=9%, signal=31%","ACSL5/FTH1/TP53/HMOX1/MAP1LC3B/SLC3A2/SLC11A2/SLC7A11/SAT2/FTL/ATG7/CP/MAP1LC3B2/GCLM"
"hsa00051","hsa00051","Fructose and mannose metabolism",34,-0.609001487059751,-1.36568209566511,0.0633147113594041,0.20166908062625,0.154275612474182,3326,"tags=32%, list=9%, signal=30%","PFKFB2/HKDC1/ALDOC/KHK/ENOSF1/PMM1/HK2/PFKFB4/PFKFB3/SORD/AKR1B1"
"hsa05132","hsa05132","Salmonella infection",248,0.402374283152489,1.22103324013201,0.0630252100840336,0.20166908062625,0.154275612474182,6921,"tags=38%, list=18%, signal=31%","BIRC3/TNF/NFKB1/NFKBIA/CASP4/RRAS/CXCL8/RAB9A/MYO6/KLC4/NAIP/JUN/LEF1/KIF5B/TNFSF10/TCF7L2/CASP8/CASP7/TRAF2/TNFRSF10B/BAX/VPS18/DYNC1H1/IKBKG/TAB3/DYNLT3/MAP2K3/IKBKB/CYTH2/RELA/ABI1/LY96/BIRC2/RAB7B/DCTN1/MYL5/TNFRSF1A/RAC1/PIK3C3/CASP5/RAB7A/PAK1/ARPC4/M6PR/RHOB/TRADD/DYNLT1/ACTR10/PLEKHM1/ACTG1/ARL8A/KLC1/RAB5B/ARPC1B/VPS11/CTNNB1/PIK3CD/RIPK2/DYNLL1/FOS/CYTH3/ARL8B/TAB2/MAPK10/CDC42/MAP2K4/BRK1/ARPC2/RAB5A/MAPK3/VPS39/GSDMD/MAP2K2/DCTN2/MYL12A/VPS41/ARPC5/ARPC3/VPS16/ACTR1A/PFN1/TXN/DCTN4/SNX33/DYNC1LI2/MYD88/PFN2/DYNC1I2/ACTR2/TUBB8/TRAF6/SKP1/ACTB/EXOC2/PLEKHM2"
"hsa05206","hsa05206","MicroRNAs in cancer",311,-0.395376356590951,-1.21047354634643,0.0645756457564576,0.203798368258912,0.155904504482032,3485,"tags=18%, list=9%, signal=16%","BCL2L11/THBS1/RECK/MIR200C/SLC7A1/RASSF1/TGFB2/PRKCA/EGFR/VIM/ITGB3/CDC25B/CRKL/DNMT3B/MIR192/TPM1/PIK3CB/STMN1/MIR9-2/MIRLET7F1/MIRLET7G/MAP2K1/MIR15A/MIR23B/PIM1/CD44/MIR103A2/CCNE1/CDK6/MIRLET7A3/ABCC1/MIRLET7D/GLS/MIR103B2/MTOR/CDC25C/PAK4/DNMT1/MIR26A2/EZH2/IRS2/MIR199A1/KIF23/MIR92A1/CCNE2/BRCA1/CDCA5/MIR345/IRS1/E2F2/EFNA5/CDC25A/MIR135A2/E2F1/FGFR3/SLC45A3"
"hsa00040","hsa00040","Pentose and glucuronate interconversions",36,0.595409471943828,1.38074130614763,0.0676532769556025,0.210148263944988,0.160762135820829,2395,"tags=44%, list=6%, signal=42%","UGT2B10/UGT2B15/UGT2B17/UGT2B11/UGT2B7/AKR1B10/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/UGT1A7/UGT1A5/UGT1A6/UGT1A1/UGDH"
"hsa04611","hsa04611","Platelet activation",126,0.455877695354582,1.26481812310857,0.0678094688892257,0.210148263944988,0.160762135820829,5507,"tags=28%, list=15%, signal=24%","PLA2G4C/NOS3/PIK3R3/COL3A1/P3R3URF-PIK3R3/GP1BA/ITPR2/LYN/TBXAS1/RAP1B/MYLK/PIK3R6/PLA2G4A/VASP/ARHGAP35/ARHGEF12/ITPR1/PLCG2/PRKACB/TLN1/ROCK1/VAMP8/FCGR2A/ACTG1/ADAMTS13/PRKG2/ARHGEF1/PIK3CD/ADCY7/FGA/MAPK3/PLA2G4D/FCER1G/MYL12A/COL1A1"
"hsa00531","hsa00531","Glycosaminoglycan degradation",19,0.69465396553339,1.40857337250533,0.0691823899371069,0.212488769092543,0.162552607934932,8291,"tags=68%, list=22%, signal=53%","HEXA/IDUA/HGSNAT/IDS/NAGLU/HEXB/HYAL2/SGSH/GLB1/ARSB/HYAL3/GALNS/GNS"
"hsa00062","hsa00062","Fatty acid elongation",27,-0.637583281708383,-1.36886478944429,0.0712909441233141,0.214808206958073,0.164326963707216,3612,"tags=33%, list=10%, signal=30%","HACD3/ELOVL1/THEM4/ELOVL6/ELOVL2/ACOT7/HACD2/ELOVL5/ELOVL7"
"hsa05340","hsa05340","Primary immunodeficiency",38,0.582892975235645,1.36861942316203,0.0706638115631692,0.214808206958073,0.164326963707216,3677,"tags=18%, list=10%, signal=17%","IL2RG/TAP1/BLNK/RFX5/IKBKG/TAP2/RFXANK"
"hsa05143","hsa05143","African trypanosomiasis",37,0.576970843838074,1.34679587665825,0.0724946695095949,0.214808206958073,0.164326963707216,3879,"tags=16%, list=10%, signal=15%","TNF/APOL1/FAS/F2RL1/HPR/IL12A"
"hsa00513","hsa00513","Various types of N-glycan biosynthesis",42,0.560858931497958,1.34062864578573,0.0731182795698925,0.214808206958073,0.164326963707216,7874,"tags=40%, list=21%, signal=32%","MAN1A1/FUT8/HEXA/MGAT4B/MAN1A2/MGAT4A/HEXB/MAN2A2/DDOST/B4GALT3/ALG13/MAN1B1/DAD1/B4GALNT4/HEXD/TMEM258/MGAT1"
"hsa04917","hsa04917","Prolactin signaling pathway",71,0.504110746500972,1.29613822364087,0.0720338983050847,0.214808206958073,0.164326963707216,5319,"tags=31%, list=14%, signal=27%","IRF1/NFKB1/FOXO3/PIK3R3/P3R3URF-PIK3R3/SHC2/STAT5A/RELA/NRAS/SOS2/GALT/SHC3/GSK3B/SOCS6/STAT3/SHC1/PIK3CD/FOS/MAPK10/GRB2/MAPK3/MAP2K2"
"hsa05220","hsa05220","Chronic myeloid leukemia",77,0.494937275790076,1.29053131559493,0.0736842105263158,0.214808206958073,0.164326963707216,5319,"tags=38%, list=14%, signal=32%","NFKB1/NFKBIA/GADD45G/CDKN1A/PIK3R3/P3R3URF-PIK3R3/SHC2/TP53/STAT5A/MDM2/BAX/SMAD3/CDKN2A/IKBKG/IKBKB/RELA/NRAS/CTBP2/CTBP1/SOS2/CDKN1B/SHC3/SHC1/PIK3CD/MECOM/GRB2/MAPK3/TGFBR1/MAP2K2"
"hsa00983","hsa00983","Drug metabolism - other enzymes",80,0.486965955491613,1.28347406677128,0.0756302521008403,0.218628627921757,0.167249562363645,2014,"tags=22%, list=5%, signal=21%","UGT2B10/UGT2B15/TYMP/UGT2B17/UGT2B11/UGT2B7/CES1/NME7/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/UGT1A7/UGT1A5/UGT1A6/UGT1A1/GSTA4"
"hsa00591","hsa00591","Linoleic acid metabolism",30,0.592522951387406,1.33451278494313,0.0766045548654244,0.21959972394755,0.167992444880317,2291,"tags=20%, list=6%, signal=19%","PLA2G2A/PLA2G2F/PLA2G4C/PLA2G4A/CYP2C9/PLAAT3"
"hsa01200","hsa01200","Carbon metabolism",115,-0.445227502204441,-1.22954332134309,0.079696394686907,0.224844544940644,0.172004700841986,7358,"tags=44%, list=20%, signal=36%","ACOX3/TKTL1/SDHA/PGK2/ACADS/CS/ECHS1/RPEL1/PCCA/PDHB/GPI/PGAM4/SUCLA2/SHMT2/SDHD/TPI1/GOT2/PKM/PRPS1L1/ACOX1/PGAM1/HAO2/DLST/ADH5/SUCLG2/PSPH/PGK1/GLDC/RPE/IDH3A/GOT1/RPIA/PC/HKDC1/ALDOC/ALDH6A1/DLAT/ACSS2/GPT2/IDH2/HK2/GCSH/SHMT1/PRPS2/ACAT2/ADPGK/PRPS1/PGP/IDH1/GLUD2/GLUD1"
"hsa05205","hsa05205","Proteoglycans in cancer",204,0.405195093912328,1.20063686694927,0.0797413793103448,0.224844544940644,0.172004700841986,4431,"tags=25%, list=12%, signal=23%","TNF/SDC4/CDKN1A/FAS/PIK3R3/P3R3URF-PIK3R3/RRAS/WNT10B/TP53/ITGA5/HBEGF/FZD7/ITPR2/SDC2/CD63/ITGAV/PTPN6/ERBB2/ANK3/MDM2/PPP1R12C/WNT5A/GAB1/MIR21/MET/ARHGEF12/PTK2/IQGAP1/ITPR1/DDX5/NRAS/MSN/FZD9/PLCG2/VEGFA/MRAS/PRKACB/RAC1/SLC9A1/ROCK1/SOS2/FN1/FZD3/PAK1/FRS2/VAV3/RDX/ACTG1/STAT3/ARHGEF1/CTNNB1/PIK3CD"
"hsa04973","hsa04973","Carbohydrate digestion and absorption",48,0.531603692008601,1.31022490679779,0.0821052631578947,0.229627727856226,0.175663806499561,577,"tags=10%, list=2%, signal=10%","ATP1B1/SI/PIK3R3/P3R3URF-PIK3R3/SLC5A1"
"hsa04024","hsa04024","cAMP signaling pathway",226,0.393608746427299,1.18025826221704,0.0842332613390929,0.233679370166516,0.17876328807108,4953,"tags=20%, list=13%, signal=18%","FFAR2/NFKB1/ATP2B1/NFKBIA/ATP1B1/SOX9/GLP1R/PIK3R3/P3R3URF-PIK3R3/RRAS/CREB3/PLD1/EDN2/JUN/RAP1B/GABBR1/PDE4D/GLI3/CNGA1/BVES/GPHA2/CREB5/RELA/GCG/NFATC1/PRKACB/RAC1/SLC9A1/ROCK1/PAK1/CALML6/AMH/VAV3/SST/EDN1/SSTR5/PLD2/PIK3CD/ADCY7/FOS/CHRM1/PPP1R1B/MAPK10/CREBBP/EP300/CFTR"
"hsa05133","hsa05133","Pertussis",76,0.510955635980931,1.32818082415195,0.0910407614858077,0.248555729770777,0.190143612125747,3879,"tags=24%, list=10%, signal=21%","TNF/IRF1/NFKB1/ITGAM/ITGA5/CXCL8/JUN/C1S/TICAM1/CASP7/IRF3/IL23A/RELA/LY96/C1R/SFTPA2/CALML6/IL12A"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",98,0.463004267513459,1.24984965580823,0.0903361344537815,0.248555729770777,0.190143612125747,5183,"tags=33%, list=14%, signal=28%","PLA2G4C/PLPP2/ASAP2/PIK3R3/P3R3URF-PIK3R3/PLD1/GSN/LYN/PLPP3/PLA2G4A/VASP/MARCKS/INPPL1/ASAP3/PLCG2/MYO10/RAC1/PAK1/ARPC4/FCGR2A/VAV3/PLA2G6/INPP5D/PLD2/ARPC1B/PIK3CD/SPHK2/CDC42/PIP5K1C/ARPC2/MAPK3/PLA2G4D"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum",170,0.410229619298293,1.19727406079254,0.0953389830508475,0.256223516949153,0.196009422390723,5079,"tags=29%, list=14%, signal=25%","MAN1A1/NSFL1C/PPP1R15A/UBXN1/ERO1B/RRBP1/SVIP/ERO1A/FBXO2/TRAF2/ATF6B/BAX/HSPA1L/UBQLN2/PRKN/UBE2D3/HSPA1B/DDIT3/DNAJB2/HSPA1A/UBXN6/OS9/MAN1A2/ERP29/DNAJC5/HSPA4L/SIL1/CAPN1/MOGS/SEC31B/DNAJA1/RAD23B/DNAJB12/ERN1/LMAN1L/NPLOC4/DNAJC10/UBXN4/MMP24-AS1-EDEM2/EDEM2/MAPK10/SEC61A2/CAPN2/SEC31A/DDOST/PRKCSH/ATF6/XBP1/SSR2"
"hsa04820","hsa04820","Cytoskeleton in muscle cells",232,0.388142244336981,1.1707388535482,0.0947368421052632,0.256223516949153,0.196009422390723,4804,"tags=21%, list=13%, signal=19%","SDC4/ZYX/COL5A2/ATP1B1/FBN1/COL3A1/DSP/ITGA5/NEBL/MYOZ1/SDC2/ITGAV/TRIM54/PDLIM3/ITGA3/ANK3/SPTAN1/AGRN/JUP/DTNA/ENO3/TPM2/MYH9/MYH10/MYH14/COL9A2/LMNA/TMOD1/SDC3/TCAP/THBS3/MYL5/TLN1/COL5A1/FN1/ENO2/COL6A1/OBSCN/ENO1/COL9A3/ACTG1/INF2/COL6A2/THBS4/CAPZA2/CAPN3/DAAM1/ITGA1/TMOD3"
"hsa04670","hsa04670","Leukocyte transendothelial migration",116,0.447909080759849,1.23477824254555,0.0976645435244161,0.260438782731776,0.19923407491721,7468,"tags=37%, list=20%, signal=30%","ITGAM/PIK3R3/P3R3URF-PIK3R3/OCLN/CLDN12/CLDN4/RAP1B/VASP/ARHGAP35/CTNND1/PTK2/RASSF5/F11R/MSN/PLCG2/MYL5/RAC1/ROCK1/CTNNA1/CLDN20/VAV3/ACTG1/ARHGAP5/CTNNB1/PIK3CD/PXN/CDC42/ACTN4/CD99L2/MYL12A/SIPA1/CTNNA3/ITGB1/ACTB/BCAR1/PIK3R1/CLDN6/ICAM1/RAPGEF3/JAM2/CLDN34/RHOH/PIK3CA"
"hsa05215","hsa05215","Prostate cancer",98,-0.454176154460425,-1.22590025942601,0.0988593155893536,0.261596958174905,0.200120072043226,2109,"tags=17%, list=6%, signal=16%","PIK3CB/MAP2K1/HSP90B1/CCNE1/GSTP1/MTOR/AR/IGF1/CCNE2/CREB3L4/E2F2/CDK2/E2F1/IGF1R/TMPRSS2/NKX3-1/KLK3"
"hsa00020","hsa00020","Citrate cycle (TCA cycle)",30,-0.609572505900277,-1.32952323489176,0.10019267822736,0.263101384047419,0.201270948628687,7803,"tags=53%, list=21%, signal=42%","OGDHL/PDHA1/SDHA/CS/PDHB/SUCLA2/SDHD/PCK2/DLST/SUCLG2/IDH3A/PC/DLAT/IDH2/ACLY/IDH1"
"hsa00230","hsa00230","Purine metabolism",128,-0.430635365323019,-1.20983722916991,0.101476014760148,0.264452644526445,0.202304654625494,5874,"tags=30%, list=16%, signal=26%","PFAS/ADCY10/PAPSS1/NME6/AK2/NT5C1B-RDH14/GUCY2D/PDE7A/PRPS1L1/NT5C1A/APRT/IMPDH2/GART/GUCY1A2/ADSS1/ADK/PDE4A/PAICS/ADCY1/ENTPD1/HPRT1/GMPS/ENTPD2/AK4/ADCY3/PPAT/ADPRM/NT5DC4/NT5M/PRPS2/IMPDH1/AK5/PNP/CANT1/PRPS1/RRM1/DCK/RRM2/PDE9A"
"hsa04370","hsa04370","VEGF signaling pathway",60,0.501463462190826,1.26838430066792,0.105042016806723,0.265307808841757,0.202958850093144,5472,"tags=37%, list=15%, signal=31%","PLA2G4C/NOS3/PIK3R3/P3R3URF-PIK3R3/SHC2/MAPKAPK2/PLA2G4A/PTK2/NRAS/MAPKAPK3/PLCG2/VEGFA/RAC1/HSPB1/PIK3CD/SPHK2/PXN/CDC42/MAPK3/PLA2G4D/MAP2K2/PTGS2"
"hsa00565","hsa00565","Ether lipid metabolism",50,0.513920487082004,1.26389893399181,0.105263157894737,0.265307808841757,0.202958850093144,2291,"tags=20%, list=6%, signal=19%","PLA2G2A/PLA2G2F/PLA2G4C/PLPP2/PLD1/PLPP3/PLA2G4A/PAFAH1B1/LPCAT4/PLAAT3"
"hsa00270","hsa00270","Cysteine and methionine metabolism",52,-0.520679933406033,-1.26028525751665,0.103646833013436,0.265307808841757,0.202958850093144,5931,"tags=40%, list=16%, signal=34%","SRM/IL4I1/GOT2/MPST/BHMT/TST/GOT1/CTH/KYAT1/LDHA/ENOPH1/MTAP/DNMT3B/MTR/MRI1/SMS/LDHB/DNMT1/ADI1/GNMT/APIP"
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",70,0.489963718930787,1.25296470904123,0.103225806451613,0.265307808841757,0.202958850093144,5111,"tags=37%, list=14%, signal=32%","NFKB1/NFKBIA/CXCL8/HBEGF/JUN/LYN/ADAM17/MET/IKBKG/CCL5/IKBKB/RELA/F11R/PLCG2/RAC1/ADAM10/ATP6V1G2/PAK1/ATP6V1E1/ATP6AP1/ATP6V0C/ATP6V1H/MAPK10/CDC42/MAP2K4/ATP6V1B2"
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",99,-0.452179013797388,-1.22222628394856,0.105660377358491,0.265307808841757,0.202958850093144,3233,"tags=20%, list=9%, signal=19%","ADCY1/PLA2G4F/PRKCA/PPP1CC/PLCB3/CAMK2B/PIK3CB/MAPK9/ADCY3/CAMK2D/GNAQ/PLA2G4E/ASIC1/PRKCD/IGF1/PRKCH/PTGER4/IL1R1/MAP2K6/TRPM8"
"hsa01524","hsa01524","Platinum drug resistance",74,0.474092184585714,1.22889067260794,0.106837606837607,0.266319831537223,0.203733041261645,3050,"tags=23%, list=8%, signal=21%","BIRC3/CDKN1A/FAS/PIK3R3/P3R3URF-PIK3R3/BBC3/TP53/ERBB2/MDM2/BID/CASP8/BAX/CDKN2A/GSTA4/BIRC2/MGST1/ATP7A"
"hsa00310","hsa00310","Lysine degradation",63,-0.51005385482092,-1.2730940314713,0.107692307692308,0.266519092418373,0.203885474616258,4928,"tags=32%, list=13%, signal=28%","PLOD2/COLGALT2/SUV39H2/DLST/COLGALT1/SMYD3/NSD3/ALDH1B1/SETD7/DHTKD1/SETDB2/DOT1L/SMYD2/KMT5A/NSD2/ACAT2/HYKK/SUV39H1/EZH2/AADAT"
"hsa01232","hsa01232","Nucleotide metabolism",85,-0.476004772780492,-1.24103055296178,0.11003861003861,0.266572407417478,0.203926260264288,4534,"tags=33%, list=12%, signal=29%","APRT/NT5C3A/IMPDH2/ADSS1/ADK/CMPK2/CTPS2/ENTPD1/UCK2/HPRT1/CTPS1/GMPS/ENTPD2/AK4/UCK1/NT5DC4/DTYMK/NT5M/DUT/IMPDH1/AK5/PNP/CANT1/TYMS/RRM1/DCK/TK1/RRM2"
"hsa04934","hsa04934","Cushing syndrome",155,-0.41703595645297,-1.18740253293224,0.1090573012939,0.266572407417478,0.203926260264288,3442,"tags=21%, list=9%, signal=19%","BRAF/RB1/CDK4/ADCY1/WNT8B/EGFR/MRAP/SCARB1/FZD8/PLCB3/CAMK2B/RASD1/FZD1/WDR5/LDLR/ADCY3/ORAI1/MAP2K1/CAMK2D/CCNE1/CDK6/GNAQ/NR4A1/FZD4/FZD5/CCNE2/CREB3L4/E2F2/CDKN2C/CDK2/WNT7B/E2F1/CYP11A1"
