GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
TSC1	17.27	17.52	13.69	13.59	12.42	12.69
GFI1B	0	0.02578	0	0	0	0
MIR548AW	0	1.192	0	0	0	0
SNORD141A	8736	9541	7648	6857	7935	7508
LOC105376306	1.949	2.942	2.13	3.887	2.792	2.597
GTF3C5	38.02	37.5	35.28	39.09	37.02	38.34
MIR6877	15.79	9.685	11.62	11.55	17.54	14.03
LOC100996574	0.2645	0.3043	0.3245	0.2638	0.4592	0.7049
CEL	6.51	5.86	2.63	3.443	5.956	5.833
CELP	3.761	2.675	1.447	1.705	2.85	3.281
RALGDS	50.89	47.7	46	47.2	63.49	64.67
GBGT1	0	0	0	0.03312	0.0346	0
LOC101928193	0	0	0	0	0	0
OBP2B	0.07842	0.0451	0.03608	0.1173	0	0.1045
ABO	0.01063	0.01222	0.01956	0.02119	0.01107	0
SURF6	50.21	50.06	37.65	39.52	47.46	49.18
MED22	19.92	19.21	18.3	19.51	19.88	20.36
RPL7A	4424	4335	3704	3685	4435	4110
SNORD24	15.27	17.56	18.18	16.12	17.78	14.36
SNORD36B	34.15	26.19	25.32	29.33	30.64	29.5
SNORD36A	182.4	185.1	143.8	163.3	176.4	163.7
SNORD36C	78.26	78.62	55.61	69.15	66.04	59.84
SURF1	99.45	98.43	91.72	97.8	101.5	94.63
SURF2	51.91	50.23	45.17	48.06	55.94	56.68
SURF4	99.54	103.1	182.4	193.5	109	115.3
STKLD1	0.6221	0.7737	0.6654	0.7881	0.6656	0.6722
REXO4	38.26	39.94	36.54	37.7	43.38	44.14
ADAMTS13	7.08	5.948	5.38	6.14	5.007	5.594
CACFD1	21.16	20.4	21.69	23.45	16.82	17.25
SLC2A6	26.65	25.18	12.58	14.75	10.47	10.82
LOC102723855	0	0	0	0	0	0
MYMK	0	0	0	0	0	0
ADAMTSL2	0.1081	0.01777	0	0.07701	0	0.02744
FAM163B	0.02654	0	0.01221	0.05293	0.0553	0.01179
DBH	0.09816	0	0.02258	0.1713	0	0.109
DBH-AS1	0.0905	0	0.02776	0.3008	0.03142	0.1072
SARDH	0.05668	0.01087	0.03477	0.08478	0.01968	0.03357
LOC105376308	0	0	0.0942	0	0	0
VAV2	24.55	23.81	22.03	23.59	25.92	28.09
BRD3OS	21.89	22.21	16.6	16.5	22.11	22.54
BRD3	30.05	31.17	24.99	24.05	31.54	32.68
LOC100130548	1.212	1.174	0.9979	1.145	0.731	1.105
WDR5	42.34	43.2	33.3	32.89	53.16	57.31
RNU6ATAC	3.233	3.099	3.471	2.149	3.368	3.83
LOC107987137	0	0	0.007372	0	0	0
LOC101928384	0	0	0	0	0	0
LOC107987039	0	0	0	0	0	0
LINC02247	0	0	0	0	0	0
RXRA	41.67	40.62	33	36.58	40.7	43.67
MIR4669	0	0	0	0	1.132	0
LOC105376311	0.07707	0.1108	0.03546	0.01921	0	0.1027
LOC100506532	0	0	0.01825	0	0	0
COL5A1	0.6489	0.3015	0.05168	0.07467	0.208	0.2106
COL5A1-AS1	0	0	0	0	0	0
LOC101448202	1.012	0.9853	0	0.3106	0.649	0.5534
MIR3689C	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0
FCN2	0.3624	0.3501	0.6936	0.8817	0.3775	0.4507
FCN1	0.008877	0	0	0	0.0185	0.007886
LOC105376314	0	0	0	0	0	0
LOC105376313	0	0	0	0	0	0
OLFM1	0.6002	0.4747	0.6214	0.5425	0.8793	0.8499
LOC102723948	0	0	0	0	0	0
LOC401557	0	0	0	0	0	0
LOC107987138	0	0	0	0	0	0
LINC02907	0	0	0	0	0	0
PPP1R26-AS1	7.224	6.377	4.89	3.992	6.159	7.255
PPP1R26	10.95	10.83	9.116	10.35	10.12	9.976
PIERCE1	38.42	34.9	31.68	34.23	46.37	37.5
MRPS2	64.52	63.42	43.51	47.86	69.45	71.92
LOC101928525	38.47	34.27	26.08	27.3	41.9	42.16
LCN1	0	0	0	0	0	0
OBP2A	0.08265	0.04754	0.07606	0.1236	0.0861	0.1468
LOC107987040	0	0	0	0	0	0
PAEP	0.1628	0.2497	0.5994	0.433	0.3393	0.3858
LINC01502	0	0	0	0	0	0.02268
LOC105376316	0	0	0	0	0	0
LOC102723971	0.3133	0.1544	0.5354	0.08926	0.2798	0.1193
GLT6D1	0	0	0	0	0	0
LCN9	0	0	0	0	0	0
LOC105376317	0	0	0	0	0	0
LOC105376318	0	0	0	0	0	0
SOHLH1	0.02457	0	0.01131	0.0245	0.0128	0.03274
KCNT1	0.0211	0.02428	0.02589	0.03508	0.0513	0.05
LOC107987139	0.0462	0.1063	0.04251	0.04607	0.09626	0.1642
LOC107987140	0.03564	0	0.06559	0	0.07426	0.03166
CAMSAP1	17.02	17.41	17.12	17.93	17.29	17.54
CAMSAP1-DT	6.223	6.036	4.885	5.05	5.244	4.905
UBAC1	39.84	41.62	32.59	31.92	47.95	49.45
NACC2	20.38	20.02	16.72	17.17	17.45	19.49
LOC105376322	1.2	1.432	1.105	1.02	1.019	1.501
LINC02846	1.218	1.474	0.9436	0.3196	1.068	0.8541
TMEM250	38.92	38.02	34.46	36.68	38.21	40.63
LHX3	0	0.02463	0	0	0	0
QSOX2	29.26	27.92	25.12	26.58	28.97	33.28
LOC101928722	0.01586	0.01825	0	0	0.03305	0
CCDC187	0.03976	0.03049	0	0.05286	0.02761	0.03532
DKFZP434A062	0.2146	0.1851	0.1481	0.2541	0.2934	0.2026
GPSM1	19.52	17.2	13.38	15	15.4	17.05
DNLZ	9.887	9.298	10.18	10.55	10.23	9.382
CARD9	1.595	1.431	1.38	1.527	1.097	1.276
SNAPC4	15.7	14.22	8.348	11.21	10.59	13.07
ENTR1	60.49	58.02	43.61	46.7	67.02	71.12
PMPCA	67.97	65.77	51.1	55.11	67.56	70.25
INPP5E	11.22	11.79	8.739	9.62	10.58	12.18
SEC16A	43.75	46.36	62.92	67.66	44.56	47.22
C9orf163	1.784	2.078	1.723	2.065	2.088	1.957
NOTCH1	10.2	10.22	5.118	5.651	8.61	9.087
MIR4673	0	0	0	0	0	0
MIR4674	3.871	4.453	1.425	6.177	5.646	0.6878
NALT1	11.97	9.366	3.746	5.659	6.169	8.658
LINC01451	0.0198	0.02278	0	0.01974	0	0.01759
LOC105376325	0	0	0	0	0	0
LOC102724193	0	0	0	0	0	0
HSPC324	0	0	0	0	0	0
EGFL7	11.58	11.01	8.664	9.665	9.952	9.418
MIR126	0	0	0	0	0	0
AGPAT2	34.33	33.48	23.29	27.29	25.69	27.75
DIPK1B	17.52	16.89	10.81	11.75	14.69	16.41
SNHG7	16.11	15.25	13.3	15.29	16.26	17.53
SNORA17B	6.032	3.469	3.238	5.514	4.713	4.019
SNORA17A	26.34	22.72	21.9	18.18	21.63	27.45
LCN10	0	0	0	0.02932	0	0
LCN6	0	0	0	0	0	0
LOC100128593	0	0.02868	0	0	0	0
MIR6722	0	0	0	0	0	0
LCN8	0	0	0.02042	0	0	0
LCN15	0.08782	0.101	0	0.08758	0.09149	0.07802
LOC107987143	0.1383	0	0	0	0	0
TMEM141	356	338.2	396.6	418.5	394.1	384.3
CCDC183	15.07	12.55	8.85	11.2	11.86	13.25
CCDC183-AS1	10.45	7.534	5.482	6.362	7.97	7.524
RABL6	95.62	94.59	77.95	84.8	102.2	108.2
MIR4292	24.13	24.29	21.28	29.07	21.99	21.44
AJM1	8.055	6.737	8.094	10.16	7.334	8.133
PHPT1	177.9	174	173.1	197.3	160.5	157.8
MAMDC4	13.52	11.72	12.81	16.86	11.04	13.1
EDF1	552.6	562.6	545.9	556.4	464.3	431.9
TRAF2	26.8	26.03	17.04	18.45	18.82	21.28
LOC105376326	2.708	1.219	1.084	1.057	1.717	2.197
MIR4479	0	1.091	0.873	0	0	1.686
FBXW5	98.93	96.36	112.7	125.6	99.36	99.87
C8G	2.772	1.865	2.262	2.712	1.634	1.951
LCN12	2.749	2.157	1.392	2.359	1.754	2.196
LINC02692	0	0	0	0	0	0
PTGDS	0	0	0.07634	0	0.08642	0
LCNL1	0	0	0.03376	0	0	0
PAXX	97.89	103.2	87.33	92.4	111.1	110.6
CLIC3	0.05158	0	0.04746	0.05143	0.05373	0.04582
ABCA2	76.1	74.37	52.35	58.82	64.78	69.16
LINC02908	0.3428	0.3615	0.2892	0.5128	0.3125	0.5202
FUT7	0.3648	0.1399	0.1492	0.2021	0.1689	0.288
NPDC1	183.8	165.2	253.2	308.5	198	213.8
ENTPD2	11.82	11.72	16.63	19.46	14.72	15.23
LOC105376327	1.219	0.9641	0.9116	1.444	1.191	0.7446
SAPCD2	51.82	51.69	52.13	57.58	76.91	83.02
UAP1L1	26.49	22.98	22.63	26.54	16.75	19.34
MAN1B1-DT	18.06	17.88	13.28	14.39	17.84	18.73
MAN1B1	58.91	55.73	58.78	64.53	52.47	55.41
LOC101930307	12.48	10.22	12.42	16.09	9.085	11.67
DPP7	160.2	150.1	122.9	139	147.8	152.6
GRIN1	5.003	4.713	2.589	3.293	6.97	9.128
LOC105376328	1.671	1.922	0.8497	1.403	3.848	4.179
LRRC26	20.65	24.6	13.15	15.94	45.26	41.74
MIR3621	3.17	3.646	3.646	3.161	7.43	5.632
TMEM210	10.16	8.799	5.988	7.742	12.61	11.26
ANAPC2	48.24	46.26	41.12	46.89	45.26	49.09
SSNA1	154.5	138	171.2	196.8	167.4	160.5
TPRN	20.32	19.14	17.06	18.74	21.32	21.47
TMEM203	57.56	60.92	47.98	54.23	64.35	66.87
NDOR1	27.22	26.23	28.16	32.68	32.09	33.04
RNF208	28.14	24.6	17.78	18.15	22.67	23.61
CYSRT1	23.43	23.9	15.05	16.22	16.94	20.26
RNF224	8.724	9.027	6.708	7.11	6.806	8.316
SLC34A3	7.562	7.693	4.948	5.558	6.739	7.262
TUBB4B	631.4	627.3	767.3	821.2	791.8	814.9
FAM166A	24.49	23.63	31.89	31.3	30.91	31.46
STPG3-AS1	2.257	2.232	1.64	1.738	2.063	1.97
STPG3	3.037	2.749	2.657	2.383	3.112	3.229
NELFB	58.61	57.68	53.42	60.11	61.25	63.14
TOR4A	0.8559	1.096	0.9511	0.8213	1.161	1.306
NRARP	20.63	20.36	13.75	13.94	26.09	28.75
EXD3	3.555	3.415	2.821	3.68	2.372	3.133
NOXA1	12.05	11.13	9.589	11.51	8.229	8.527
ENTPD8	1.194	0.9159	1.099	1.27	0.4147	0.4716
NSMF	102	100.3	74.5	83.64	90.16	94.55
MIR7114	2.208	1.27	2.032	0	1.15	2.943
PNPLA7	11.04	8.765	13.26	19.1	8.19	10.45
MRPL41	251.3	253.2	267	317	311.3	286
DPH7	18.04	17.86	18.04	19.44	15.86	17.2
ZMYND19	28.57	29.04	29.69	32.31	37.58	39.29
ARRDC1	37.44	33.89	70.67	80.25	36.05	39.06
ARRDC1-AS1	23.28	25.03	25.28	26.65	23.75	21.88
EHMT1	17.16	17.26	18.42	19.96	17.14	17.9
LOC651337	0.1528	0.226	0.1406	0.1524	0.04548	0.1163
MIR602	0	0	0.6325	0	0	0
LOC100133077	0	0	0	0	0	0
CACNA1B	0.1651	0.08704	0.03165	0.09604	0.05016	0.11
CACNA1B-AS1	0	0.03971	0	0	0.03597	0.03067
LOC101928786	0	0.02556	0.02045	0.02216	0	0
TUBBP5	5.976	5.418	3.262	3.258	5.513	5.827
LOC101928932	0	0	0	0	0	0
LOC107987145	0.1207	0	0	0	0	0
FAM157B	1.625	1.512	1.109	1.311	1.179	1.249
LOC112267861	1.17	1.215	0.7987	1.279	0.7469	0.9722
LOC105376333	3.317	2.649	2.191	3.036	2.073	2.531
LOC105376332	0.03693	0.04248	0	0.03683	0	0.06561
LOC105379525	0.3223	0.3707	0.2966	0.3214	0.6715	0.859
LOC102724727	1.494	1.345	1.195	1.425	1.083	1.558
LOC107987370	0	0	0	0	0	0
LOC107987372	0.7366	0.4707	0.7532	0.7346	0.9379	0.9452
LOC102724813	7.725	6.665	5.549	6.485	6.036	6.618
LOC102723376	0.08155	0.0938	0.07504	0.08132	0.08495	0
TUBB8	0.8918	0.7181	0.5471	0.4446	0.5884	0.6338
ZMYND11	44.59	46.99	30.35	29.69	42.93	45.38
LOC107984190	15.74	15.45	11.2	10.46	13.99	17.71
LOC107984191	0.08378	0	0	0.08355	0.08728	0
DIP2C	7.282	8.171	7.367	7.05	8.222	8.379
LOC105376340	0	0.07552	0.2417	0	0.1368	0
LOC101930421	0	0	0.03581	0	0	0
MIR5699	0	0	0	0	0	0
DIP2C-AS1	0.1799	0.1743	0.07843	0.0661	0.01973	0.0673
LARP4B	21.13	21.79	29.76	30.07	23.96	25.49
LARP4B-DT	0.331	0.7615	1.218	0.3301	0.3448	0.5881
LOC107984285	2.092	1.529	2.126	2.282	1.952	2.304
LOC105376341	0.06103	0.1053	0.1123	0.1369	0.09536	0.05422
GTPBP4	72.25	74.23	68.48	68.19	77.14	76.64
IDI2	2.732	3.028	2.56	2.526	2.639	2.78
IDI2-AS1	17.24	17.75	50.44	52.3	27.42	26.64
IDI1	39.98	42.42	113.3	111.1	62.55	64.77
WDR37	13.76	13.7	21.77	23.55	15.85	16.75
LOC105376344	0	0	0	0	0	0
LINC00200	0	0	0	0	0	0
ADARB2	0.03179	0	0.1097	0.1902	0.207	0.1483
LOC105376342	0.02056	0	0	0.0205	0	0
ADARB2-AS1	0	0	0	0	0	0
LOC105376345	0	0	0	0	0	0
LOC105376346	0	0	0	0	0	0
LINC00700	0	0	0.02956	0	0	0
MIR6072	0	0	0	0	0	0
LINC02662	0	0	0	0	0	0
LOC107984168	0	0	0	0	0.08849	0
LINC00701	0.2814	0.1548	0.1464	0.122	0.1275	0.1304
LOC105376349	0	0	0	0	0	0
LINC02645	0	0	0	0	0	0
LOC107983989	0	0	0	0	0	0
LOC105376350	0	0	0	0	0	0
LOC105376352	0.9448	0.927	2.813	3.519	0.7527	0.9134
PFKP-DT	0.2483	0.2538	0.1523	0.11	0.2011	0.1715
PFKP	60.32	59.35	63.53	67.79	63.77	62.5
SNORD142	1.382	1.987	4.45	3.789	2.159	1.534
PITRM1	88.42	89.16	118.5	121.6	89.1	93.41
PITRM1-AS1	12.2	12.26	16.96	18.33	11.5	13.04
LINC02668	0	0	0	0.009938	0	0.01771
LOC105376353	0	0.06333	0.02533	0.02745	0	0.07336
LOC107987146	0	0	0	0	0	0
LOC105376356	0	0	0	0	0	0
LOC105376360	0	0	0	0	0	0
LOC105376358	0	0	0	0	0	0
LOC105376357	0	0	0	0	0	0
LINC02669	0.02506	0	0	0	0	0
LOC107984192	0.03473	0.02996	0	0.008657	0	0
LOC107984193	0	0	0	0	0	0
LOC105376361	0	0	0	0	0	0
LOC105376363	0	0	0	0	0	0
KLF6	5.144	5.883	11.66	13.17	5.449	5.673
LOC105376364	0	0	0.1102	0.05971	0	0.0266
LINC02639	0	0	0	0	0	0
LINC02660	0	0	0	0.02122	0	0
LOC105376367	0	0	0	0	0	0
MIR6078	0	0	0	0	0	0.5984
LOC107984195	0	0	0	0	0	0
LOC101927964	0	0	0	0	0	0
LOC107984196	0	0	0	0	0	0
LOC105376368	0	0	0	0	0	0
LINC00702	0	0	0	0	0.1242	0
LOC105376369	0	0	0	0	0	0
LOC105376370	0	0	0	0	0	0
LOC105376371	0	0	0	0	0	0
LOC105376372	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0
MANCR	0	0	0	0	0	0
LINC00705	0	0	0	0	0	0
LOC105376373	0	0	0	0	0	0
LOC105376375	0	0	0	0	0	0
LOC107984197	0	0	0	0	0	0
LOC105376374	0	0	0	0	0	0
AKR1E2	0.01182	0	0.01088	0.01179	0	0
AKR1C6P	0	0	0	0	0	0
AKR1C1	2.059	1.634	0.4074	0.4312	0.2252	0.3475
AKR1C2	4.408	3.841	1.119	0.9536	1.013	0.7343
LOC101928051	0.2722	0.07827	0	0	0	0
LOC107984198	0.02971	0	0	0.02963	0	0
AKR1C3	2.879	2.992	0.7022	0.6226	0.7949	1.171
AKR1C8	0	0	0	0	0	0
AKR1C4	0.2825	0.39	0.052	0	0.2355	0.1004
LINC02561	0	0	0	0	0	0
UCN3	0.05419	0	0	0	0	0
TUBAL3	0.03757	0.04321	0	0	0.07827	0.03337
NET1	18.99	18.74	8.258	8.092	20.49	20.39
CALML5	0	0	0	0.1537	0	0
CALML3-AS1	0.1998	0.2925	0.03342	0.09055	0.246	0.2581
CALML3	0.1488	0.1284	0.03423	0.1855	0.155	0.1322
LOC107984169	0.03701	0.04257	0	0.03691	0	0
LOC105376380	0	0.0496	0.06614	0.01433	0.02995	0.07662
LOC105376381	0	0	0	0	0	0
LASTR	0.1914	0	0.08805	0	0	0
LINC02678	0	0	0	0	0	0
LINC02677	0	0	0	0	0	0
LOC107984199	0	0	0	0	0	0
ASB13	16.61	16.95	8.795	8.21	18.31	18.74
TASOR2	20.32	20.44	15.86	15.39	20.24	21.2
GDI2	164.2	165.9	149.3	141.6	177.9	185.4
TRV-TAC3-1	0.9227	1.061	0	0.9202	0.9613	0
ANKRD16	11.13	10.35	4.556	4.669	5.669	5.749
FBH1	27.13	27.58	25.19	25.39	24.33	24.82
LOC105376384	4.718	4.159	3.875	4.09	3.836	3.78
IL15RA	1.369	1.207	0.6546	0.6206	0.7039	0.8531
LOC107984200	0.24	0.1898	0.207	0.1197	0.125	0.09327
IL2RA	0	0	0	0	0.02181	0
LOC107984201	0	0	0	0	0	0
RBM17	33.85	37.06	28.62	27.55	38.61	38.84
LOC101928080	0.08265	0	0	0	0	0
PFKFB3	10.88	10.79	7.522	6.971	16.32	16.4
MIR3155A	0	0	0	0	0	0
MIR3155B	0	0	0	0	0	0
LINC02649	0.1135	0.05223	0.02089	0.04528	0.0946	0.06051
LINC02656	0.03857	0	0	0	0.02009	0.05139
PRKCQ	0	0	0	0	0	0
LOC107984202	0	0	0	0	0	0
PRKCQ-AS1	0	0	0	0.02981	0	0.02656
LINC02648	0	0.02233	0	0.01936	0	0
LINP1	0	0	0	0	0	0.0721
LINC00706	0	0	0	0	0	0
LINC00707	0	0	0	0	0	0
LOC107984203	0.02239	0.02576	0.04121	0	0	0.03979
LOC105376387	0	0	0	0	0	0
LINC02665	0	0	0	0	0	0
SFMBT2	0.4845	0.3416	0.2013	0.2494	0.1628	0.2221
SNORD129	0	0	0	0	0	0
LINC02642	0	0.02323	0	0	0	0
LOC105376390	0	0	0	0	0	0
LOC105376391	0	0	0	0	0	0
ITIH5	0	0.009795	0.007836	0	0.02661	0.007565
ITIH2	0.02141	0.07389	0.03941	0.02135	0.02231	0
KIN	4.425	4.311	4.851	4.351	3.88	4.553
ATP5F1C	358.3	364	320.6	309.3	381.2	377.7
LOC105376392	45.14	45.7	36.34	35.97	46.45	43.15
TAF3	3.786	4.8	3.204	3.362	4.592	4.345
LOC105376394	0	0	0	0	0	0
GATA3	0	0	0.01851	0	0.02095	0.01787
GATA3-AS1	0	0	0	0	0	0
LOC107984204	0	0	0.0485	0	0	0
LOC105376395	0	0	0	0	0	0
LOC107984206	0	0	0	0	0	0
LOC107984205	0	0	0	0	0	0
LINC00708	0	0	0	0	0	0
LOC105376396	0	0	0	0	0	0
LOC105376397	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0
LOC105376399	0	0	0	0	0	0
LOC105376400	0	0	0	0	0	0
LINC02676	0	0	0	0	0	0
LOC101928272	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0
LOC112268059	0	0	0	0	0	0
LINC02663	0	0	0	0	0	0
LOC105376403	0	0	0	0	0	0
LINC02670	0	0	0	0	0	0
LOC107984207	0	0	0	0	0	0
CELF2-DT	0	0	0	0	0	0
CELF2	0.005431	0	0	0	0	0.004825
SFTA1P	0	0.1118	0.08945	0.09693	0.1013	0.08635
LOC105376405	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0
CELF2-AS2	0	0	0	0	0	0
CELF2-AS1	0	0.03011	0	0	0.02727	0.02326
LOC105376409	0	0	0	0	0	0
USP6NL	4.326	4.915	4.116	4.19	3.739	3.997
LOC105376411	0.5346	0.6149	0.4411	0.5515	0.2689	0.3767
LOC105376410	0.051	0	0	0	0	0
USP6NL-AS1	0.872	1.254	0.8024	0.7246	0.5299	0.8392
LOC105376413	0	0	0	0	0	0
LOC105376412	0	0.03133	0	0	0	0
ECHDC3	44.8	46.97	43.58	43.89	53.41	54.38
LOC105379850	0	0	0	0	0	0
LOC105376415	0	0	0	0	0	0
PROSER2	5.734	5.848	9.05	10.98	5.785	5.834
PROSER2-AS1	0.6616	0.5892	0.5303	0.9365	0.6226	0.6447
UPF2	26.51	27.26	18.53	18.52	25.14	25.92
LOC105376416	0.1259	0.1448	0.1159	0.2511	0	0.2237
DHTKD1	19.02	20.3	29.63	30.48	23.64	23.23
SEC61A2	12.12	12.27	10.52	10.69	9.787	11.4
MIR548AK	0	0	0	0	0	0
NUDT5	38.97	40.26	30.11	28.69	35.41	36.41
CDC123	194.3	205.1	159.7	152.1	191.8	190
CAMK1D	0.6784	0.5885	0.127	0.3153	0.2216	0.1634
LOC107984209	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0
MIR4481	0	0	0	0	0	0
MIR548Q	0	0	0	0	0	0
CCDC3	0.06676	0.09599	0	0.03329	0	0
LOC105376418	0	0	0	0	0	0
OPTN	41.58	43.45	20.91	23.25	3.771	3.793
MCM10	16.27	17.56	4.932	4.977	33.96	39
UCMA	0	0	0	0	0	0.06878
PHYH	71.97	68.43	49.96	48.85	60.02	57.72
SEPHS1	64.72	66.26	46.27	44.99	63.43	65.57
LOC105376419	0	0	0	0	0	0.1226
LOC105376420	0	0	0.02668	0.02892	0	0.05152
BEND7	1.574	1.8	0.7054	0.6866	1.133	1.268
BEND7-DT	0	0	0.2108	0.2285	0	0.4071
LOC105376422	0	0	0	0	0	0
PRPF18	4.461	4.174	4.173	4.203	4.126	4.32
FRMD4A	0.3907	0.2809	0.3715	0.4058	0.3188	0.4165
LOC105376426	0.1276	0.1713	0.4893	0.5727	0.5096	0.4724
LOC105376425	0.06003	0.03453	0.08287	0.0898	0.1564	0.05333
LOC101928453	0.06319	0.07269	0.05815	0.06301	0	0
MIR4293	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0
FAM107B	17.69	18.9	15.47	15.41	19.42	20.64
LOC105376429	0	0	0	0	0	0
LOC105376428	0	0	0	0	0.06715	0
CDNF	3.801	4.266	2.517	2.635	3.477	3.501
HSPA14	33.4	34.53	21.17	20.1	28.59	30.42
SUV39H2	13.5	14.45	7.712	7.315	15.23	15.85
DCLRE1C	4.934	4.616	3.445	3.195	4.726	5.161
MEIG1	2.008	2.373	0.4495	0.8119	0.9613	1.157
ACBD7-DCLRE1CP1	1.013	1.01	0.7461	1.078	0.8446	0.9003
DCLRE1CP1	0.16	0.184	0.1472	0.1596	0.08334	0.2132
OLAH	0	0.07862	0.3459	0.5112	0.1068	0.03036
ACBD7	4.098	4.943	4.893	4.226	4.456	4.564
RPP38-DT	1.022	0.9493	0.5425	0.823	0.9826	0.6633
RPP38	29.49	27.27	21.63	20.52	23.52	24.66
LOC105376431	1.767	2.54	1.016	1.542	1.61	0.981
NMT2	8.393	8.186	5.515	5.352	7.882	8.402
LOC107984210	0.608	0.551	0.4408	0.5144	0.4606	0.7202
PPIAP30	1.399	1.733	1.485	1.288	1.345	1.625
LOC105376434	0	0.05933	0.04746	0	0	0
LOC107984211	0.0388	0	0	0	0	0.03447
FAM171A1	20.99	21.62	9.639	9.621	13.45	14.4
LOC105376433	0	0	0	0	0.09233	0.07874
ITGA8	0.05669	0.03261	0.02608	0.009422	0.04922	0.03358
MINDY3	23.98	24.12	14.52	15.31	14.56	16.05
LINC02654	0	0	0	0	0	0
PTER	13.73	13.79	12.68	12.33	14.55	16.01
C1QL3	0.5386	0.6522	0.3131	0.622	0.4135	0.5793
LOC101928701	0.03053	0	0	0.03045	0.03181	0
RSU1	26.48	27.02	26.13	26.73	28.57	27.55
LOC105376435	0	0	0	0	0	0
CUBN	0.06649	0.09833	0.05681	0.04736	0.04947	0.05063
TRDMT1	1.5	1.51	0.9677	0.891	1.299	1.561
VIM-AS1	1.826	2.45	1.494	2.124	2.043	1.953
VIM	7.182	8.621	6.495	7.972	10.57	8.517
ST8SIA6	0.9061	0.9024	0.6101	0.8374	0.7482	0.8
ST8SIA6-AS1	173.8	176.9	142.1	141.9	147.4	151.2
LOC105376436	12.59	12.21	9.674	9.241	10.95	11.05
LOC105376437	0	0	0	0	0	0
HACD1	0.4582	0.2635	0.2108	0.2285	0.2088	0.2544
STAM-DT	0.7925	0.8527	0.7292	0.7393	0.7989	0.9311
STAM	15.01	14.82	13.64	12.77	15.35	16.57
TMEM236	0.03865	0.03334	0.04445	0.01927	0.03019	0.0515
LOC107984212	0	0	0	0	0	0
MRC1	0.02597	0.01493	0	0	0	0.02307
MIR511	0	0	0	0	0	0
SLC39A12	0	0	0.02207	0	0	0.02131
SLC39A12-AS1	0	0	0	0	0	0
CACNB2	0.9754	0.9398	0.7402	0.7642	0.8182	1.041
LOC107984213	0	0	0	0	0	0
NSUN6	9.15	8.434	6.615	6.983	7.85	8.557
ARL5B	20.4	20.53	17.6	16.66	19.08	20.69
LOC105376440	0	0	0	0	0	0
LOC107984180	0	0	0	0	0	0
MALRD1	0.1063	0.08155	0.09134	0.08484	0.1403	0.1008
LOC105376441	0	0	0	0	0	0
LOC102724082	0	0	0	0	0	0
LOC101928834	0	0	0	0	0	0
PLXDC2	5.19	4.936	2.354	2.413	1.167	1.277
MIR4675	0	0	0	0	0	0
LOC105376442	0.007224	0.008309	0.006647	0.007203	0	0.006417
NEBL	8.737	9.378	7.219	7.05	5.218	5.875
LOC102725112	0	0	0	0	0	0
NEBL-AS1	3.304	2.329	3.727	3.932	3.997	2.178
LINC02643	0.1534	0	0	0	0	0
LOC105376445	0	0	0	0	0	0
MIR1915HG	0.1418	0.08158	0.2121	0.2299	0.1847	0.1103
MIR1915	0	0	0	0.8396	0	0
SKIDA1	0.07226	0.05818	0.01995	0.02882	0.06022	0.1155
MLLT10	7.225	6.795	6.563	6.491	6.478	7.171
LOC107984214	0.2903	0.2227	0.2227	0.2413	0.2521	0.2579
DNAJC1	30.52	31.84	34.58	37.52	32.73	33.4
EBLN1	0	0	0	0	0	0
TRN-GTT2-3	0.9103	0	0	0	1.897	0
LOC105376447	0.0524	0.08438	0.02893	0.03135	0.07642	0.07448
LOC100130992	0.1664	0.2034	0.05742	0.1348	0.09751	0.1293
COMMD3-BMI1	30.82	31.13	23.67	23.63	27.22	26.74
COMMD3	66.2	68.45	51.48	50.41	50.62	48.92
BMI1	20.49	21.08	15.78	15.9	19.11	19.42
SPAG6	0.2146	0.2468	0.05924	0.0856	0.08942	0.05719
LOC105376448	0	0	0	0	0	0
LINC03027	1.613	1.423	0.8413	0.8581	1.261	0.9317
LOC105376449	0	0	0	0	0	0
LOC105376450	0	0	0	0	0	0
PIP4K2A	9.224	9.658	8.406	8.358	8.207	9.717
LOC105376451	0	0	0	0	0	0
ARMC3	0.04676	0.07171	0.01434	0.09325	0.06494	0.09692
LOC107984215	0	0	0	0	0	0
MSRB2	34.56	32.91	26.08	25.94	30.33	29.44
PTF1A	0	0	0	0	0	0
C10orf67	0	0	0	0	0.006281	0.005356
C10orf67-AS1	0	0	0	0	0	0
OTUD1	5.15	5.028	4.699	3.992	3.81	4.69
LOC105376454	0	0.06251	0	0	0	0
KIAA1217	24.77	26.04	16.15	16.26	15.65	15.97
MIR603	0	0	0	0	0	0
LOC105376455	0.1527	0	0	0.3046	0	0.1357
ARHGAP21	9.495	10.13	8.767	8.297	10.9	11.66
