"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa00564","hsa00564","Glycerophospholipid metabolism",102,0.451128380508877,1.21871312207484,0.118095238095238,0.383180172653857,0.330651189376951,4771,"tags=32%, list=13%, signal=28%","PLPP1/DGKA/LPIN1/ADPRM/MBOAT2/PNPLA7/PLPP5/CHKA/CHPT1/PLA2G4C/CHKB/PLA2G4E/PCYT2/SAMD8/PLA2G4B/GPCPD1/DGKD/PHOSPHO1/LPIN3/JMJD7-PLA2G4B/CRLS1/LYPLA2/PCYT1A/PLD2/PNPLA6/PLA2G6/PLD3/PLA2G12A/PLA2G15/ACHE/DGKQ/TAFAZZIN/PLPP3"
"hsa05323","hsa05323","Rheumatoid arthritis",91,0.45650877080363,1.21625882484382,0.11969111969112,0.383180172653857,0.330651189376951,4230,"tags=21%, list=11%, signal=19%","CCL20/VEGFA/HLA-DMA/CCL2/TNF/IL23A/ATP6V0A2/TNFSF13/ATP6V1G1/ATP6V0E1/ATP6V1C2/ATP6V0B/TCIRG1/CTSK/ATP6V0D1/ATP6AP1/ATP6V1E1/ATP6V1C1/ATP6V0C"
"hsa04657","hsa04657","IL-17 signaling pathway",94,0.453581451011889,1.21478122227585,0.113899613899614,0.383180172653857,0.330651189376951,2435,"tags=17%, list=6%, signal=16%","TNFAIP3/CCL20/LCN2/NFKBIA/TRADD/CXCL10/MAPK11/CCL2/TNF/IL17RA/MAPK6/IKBKG/MAPK7/TAB3/IL17RC/HSP90B1"
"hsa03015","hsa03015","mRNA surveillance pathway",97,-0.446536598663881,-1.21216874977435,0.112526539278132,0.383180172653857,0.330651189376951,6327,"tags=44%, list=17%, signal=37%","BCL2L2-PABPN1/DDX19A/NCBP2/CSTF1/CASC3/ETF1/SSU72/CPSF2/MAGOHB/CSTF2T/PPP2R5C/GLE1/PPP2R1B/GSPT2/TARDBP/UPF3B/SRRM1/MSI2/WDR33/DDX39B/UPF2/CSTF2/MAGOH/PPP2R3B/PNN/CPSF6/PPP2R2C/CSTF3/SMG7/PPP2R5A/WDR82/EIF4A3/PABPC5/CPSF3/PABPC1/NCBP1/RNPS1/FUS/ALYREF/NXT1/PABPC4/PPP1CC/NUDT21"
"hsa05032","hsa05032","Morphine addiction",91,-0.448468168445431,-1.21051928219495,0.113636363636364,0.383180172653857,0.330651189376951,6257,"tags=31%, list=17%, signal=26%","GNG12/GRK5/PDE4D/GNG11/KCNJ3/GABRQ/ADCY9/PDE2A/GNG7/GNB5/PDE4A/PDE7A/GRK4/GABRD/PDE3B/GNG4/GNG13/GRK6/GNG10/GNB4/GABRA3/GRK3/GNB3/ARRB2/ADCY7/ADORA1/ADCY3/ADCY1"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",200,0.404066912240573,1.17942939748615,0.107468123861566,0.383180172653857,0.330651189376951,5402,"tags=28%, list=14%, signal=24%","TUBA3D/CLDN8/SEC24D/TUBA3E/NFKBIA/TNFRSF10B/TUBA3C/TRADD/CLDN12/CYTH1/MAPK11/BAIAP2/SEC24B/NFKBIB/SEC24C/CYTH2/TNF/CTTN/ACTB/TNFRSF1A/BAIAP2L1/TMED10/MYO1C/SEC24A/GNA12/RAB1A/MYH9/ACTG1/TNFSF10/PTPN6/IKBKG/ARPC1B/TAB3/EZR/ARPC4/CDC42/ABI1/TJP1/MYH14/CLDN7/ITGB1/CLDN4/HCLS1/ARPC3/CLDN3/ARF1/WIPF2/JUN/MYO6/CASP9/IL1R1/CLDN20/RELA/CASP4/WASF2"
"hsa04530","hsa04530","Tight junction",170,0.408825349663938,1.17538366335252,0.120300751879699,0.383180172653857,0.330651189376951,4662,"tags=29%, list=12%, signal=25%","TUBA3D/JAM3/CLDN8/TUBA3E/RUNX1/TUBA3C/CLDN12/CRB3/MYL12A/VASP/PPP2CB/CTTN/TJP3/ACTB/MICALL2/MYH9/ACTG1/NEDD4L/PRKAA1/ARPC1B/EZR/ARPC4/MYL9/PRKAB2/PALS1/ARHGEF18/CDC42/PPP2R2D/TJP1/BVES/PRKAA2/MYH14/MARVELD3/CLDN7/LLGL2/MPDZ/PRKAB1/ITGB1/MYL6/WHAMM/TJAP1/CLDN4/HCLS1/ARPC3/PATJ/CLDN3/RAPGEF2/CGN/TJP2"
"hsa04630","hsa04630","JAK-STAT signaling pathway",168,0.409228288087461,1.17522891621122,0.11731843575419,0.383180172653857,0.330651189376951,4461,"tags=17%, list=12%, signal=15%","LIFR/SOCS2/MTOR/EGF/PIAS1/IL2RG/IL10RB/GHR/IL23A/EPOR/JAK1/BCL2L1/PIAS3/IL6ST/CTF1/STAM2/IL20RA/STAT5A/PTPN6/IFNGR1/CDKN1A/STAT2/IFNGR2/EGFR/IL6R/EP300/OSMR/PIK3CD"
"hsa04621","hsa04621","NOD-like receptor signaling pathway",186,0.404934212287585,1.17384189119429,0.11090573012939,0.383180172653857,0.330651189376951,5585,"tags=24%, list=15%, signal=21%","TNFAIP3/NFKBIA/GBP2/BIRC3/GBP1/MAPK11/GABARAPL1/NFKBIB/ERBIN/IRF7/NAMPT/CCL2/TNF/DNM1L/TRPM2/JAK1/BCL2L1/MAP1LC3B2/IKBKG/TAB3/MAP1LC3B/GPSM3/STAT2/TICAM1/MAP1LC3A/RNASEL/IRF3/GBP3/OAS1/MEFV/XIAP/IKBKE/CARD9/PRKCD/GABARAPL2/JUN/IRF9/TBK1/RELA/IFNAR1/CARD6/CASP4/IKBKB/TYK2/TANK"
"hsa05225","hsa05225","Hepatocellular carcinoma",169,-0.401278093565212,-1.17222180823701,0.119914346895075,0.383180172653857,0.330651189376951,6718,"tags=37%, list=18%, signal=30%","GSTO1/FZD4/SMARCC2/GRB2/WNT2B/MGST2/FRAT2/LRP6/WNT3/RPS6KB1/DPF3/TGFA/MET/PBRM1/BRD7/SMARCD2/CDKN2A/PTEN/SMARCE1/GSTA4/SMARCD3/SHC4/SMARCA4/BAX/GSTM3/WNT8B/ARID1B/ELK1/SOS1/RB1/GSTA5/PHF10/E2F3/KRAS/TXNRD1/CCND1/SHC3/PIK3R2/LRP5/PIK3CB/FZD6/WNT10A/TERC/DPF1/TXNRD3/SMAD3/TP53/GSTA2/WNT10B/P3R3URF-PIK3R3/ACTL6A/PIK3R3/GADD45A/FZD3/CDK4/PIK3R1/GSTA1/DDB2/MYC/TERT/E2F2/E2F1"
"hsa05415","hsa05415","Diabetic cardiomyopathy",204,-0.39447357868687,-1.16995252675936,0.108167770419426,0.383180172653857,0.330651189376951,7465,"tags=36%, list=20%, signal=29%","CPT2/NDUFB11/MAPK13/MAPK12/NDUFA6/NDUFB5/SP1/NFKB1/NDUFS2/NDUFA12/NDUFS5/ND1/NDUFB1/NDUFA8/UQCRC1/COX7C/NDUFB6/NDUFB10/RYR2/CAMK2G/ATP5PB/PLCB3/PDHA1/REN/NDUFV1/CYBA/PTEN/SLC25A6/NDUFS1/ATP5F1B/CMA1/VDAC2/UQCRC2/PDHB/ATP5MC1/ATP5PD/NDUFAB1/NDUFS3/SDHA/MAPK8/UQCRH/ATP5MC3/PLCB1/MMP2/COX5A/GFPT2/ATP5F1C/SDHB/ATP5PO/UQCRFS1/VDAC1/ATP5F1D/ATP5F1A/SDHD/PIK3R2/PIK3CB/SLC25A5/NDUFB4/PLCB4/COL3A1/SMAD3/CYC1/PDK3/MAPK9/VDAC3/PPP1CC/P3R3URF-PIK3R3/PIK3R3/PIK3R1/PARP1/PPIF/CAMK2B/CAMK2D"
"hsa05203","hsa05203","Viral carcinogenesis",204,0.400086533716581,1.16989625024979,0.109289617486339,0.383180172653857,0.330651189376951,5184,"tags=35%, list=14%, signal=31%","CDKN2B/H2BC21/H2BC18/NFKBIA/H2BC5/NFKB2/H2BC4/H4C8/H2BC7/TRADD/H4C5/CREB3L4/H4C16/H2BC6/CREB3/GTF2E2/IRF7/CREB3L2/GSN/H2BC8/H4C2/H2BC11/HLA-B/H2BC13/JAK1/HDAC6/H4C14/IL6ST/H4C15/LOC102724334/H2BC12L/H2BC3/HLA-C/H4C12/STAT5A/ATF6B/H4C11/IKBKG/CDKN1A/HLA-A/SND1/LTBR/MAPKAPK2/HLA-E/YWHAZ/CDC42/H2BC12/SP100/H2BC15/CREB3L1/DDB1/KAT2B/ATP6V0D1/IRF3/GTF2B/REL/ATF2/H4C9/H4C3/UBR4/EP300/PIK3CD/HDAC8/HDAC7/HLA-F/JUN/CDKN1B/IRF9/NRAS/ACTN1/GTF2A2/HLA-G"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",225,-0.38311517960811,-1.14608633302129,0.11685393258427,0.383180172653857,0.330651189376951,7484,"tags=38%, list=20%, signal=31%","MAPK1/NOX1/NDUFB11/MAPK13/MAPK12/NDUFA6/LPO/NDUFB5/NFKB1/NDUFS2/PTK2/NDUFA12/GSTO1/NDUFS5/ND1/NDUFB1/GRB2/NDUFA8/AKR1C4/MGST2/UQCRC1/COX7C/NDUFB6/NDUFB10/ATP5PB/AKR1C3/MET/NDUFV1/CYBA/PTEN/SLC25A6/NDUFS1/ATP5F1B/AKR1A1/ACP1/CYP2E1/VDAC2/CHUK/GSTA4/UQCRC2/ATP5MC1/SOD1/ATP5PD/CBR1/NDUFAB1/NDUFS3/SDHA/MAPK8/GSTM3/UQCRH/ATP5MC3/SOS1/COX5A/ATP5F1C/SDHB/ATP5PO/UQCRFS1/GSTA5/VDAC1/CAT/ATP5F1D/KRAS/ATP5F1A/EPHX1/MAP3K5/PTPN11/SDHD/PIK3R2/PIK3CB/SLC25A5/NDUFB4/MAP3K14/CYC1/MAPK9/VDAC3/GSTA2/PRKD1/P3R3URF-PIK3R3/PIK3R3/PRKD3/PIK3R1/EPHX4/PPIF/AS3MT/GSTA1/FOS"
"hsa04145","hsa04145","Phagosome",152,0.415607980027767,1.18246529563272,0.124770642201835,0.393771568049827,0.339790643176412,4652,"tags=27%, list=12%, signal=24%","TUBA3D/ITGAV/TUBA3E/TUBA3C/HLA-DMA/THBS3/SEC61G/SEC61B/HLA-B/ACTB/RAB5A/ATP6V0A2/ITGA5/ACTG1/HLA-C/CALR/ATP6V1G1/SEC22B/ATP6V0E1/HLA-A/ATP6V1C2/TAP1/ATP6V0B/HLA-E/TCIRG1/RAB5B/ITGB5/DYNC1I2/SEC61A1/ATP6V0D1/ATP6AP1/ITGB1/ATP6V1E1/CTSS/ATP6V1C1/PIKFYVE/CANX/ATP6V0C/DYNC1LI1/STX18/HLA-F"
"hsa05218","hsa05218","Melanoma",73,-0.457802087259378,-1.19851931290499,0.128048780487805,0.400443458980044,0.345547905239818,5241,"tags=30%, list=14%, signal=26%","CDKN2A/FGF21/PTEN/FGF2/MITF/BAX/RB1/E2F3/KRAS/CCND1/PIK3R2/PIK3CB/FGFR1/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/CDK4/PIK3R1/DDB2/E2F2/E2F1"
"hsa00601","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series",28,0.576527092730716,1.27004628998726,0.136094674556213,0.411483253588517,0.355074288592294,7276,"tags=36%, list=19%, signal=29%","B3GNT2/B4GALT1/ST3GAL4/GCNT2/B4GALT4/FUT3/A4GALT/FUT5/B3GNT4/FUT1"
"hsa04520","hsa04520","Adherens junction",93,0.449078718931152,1.20190247043495,0.134615384615385,0.411483253588517,0.355074288592294,6587,"tags=41%, list=18%, signal=34%","SNAI2/PTPRM/IGF1R/CTNNA2/BAIAP2/VCL/MYL12A/NECTIN2/SMURF1/ACTB/ACTG1/PTPN1/PTPN6/IQGAP1/MYL9/CDC42/NLK/TJP1/LMO7/EGFR/TGFBR1/PTPRJ/CTNNA1/NECTIN3/EP300/YES1/RAP1B/ACTN1/WASF2/CTNND1/MYL5/RAP1A/MAP3K7/ACTN4/MAPK3/RAC1/WASL/SRC"
"hsa04713","hsa04713","Circadian entrainment",97,-0.43551025329752,-1.18223662031997,0.13588110403397,0.411483253588517,0.355074288592294,7572,"tags=36%, list=20%, signal=29%","KCNJ9/CACNA1H/MAPK1/NOS1AP/RPS6KA5/GNG12/ITPR3/GNG11/KCNJ3/RYR2/CAMK2G/PLCB3/ADCY9/GNG7/GUCY1A2/GNB5/CALM1/PLCB1/GNG4/ITPR1/GNG13/GNG10/GNB4/PLCB4/GUCY1B1/GNB3/ADCY7/PER2/PER3/ADCY3/FOS/GRIN1/ADCY1/CAMK2B/CAMK2D"
"hsa04152","hsa04152","AMPK signaling pathway",122,0.423904126240749,1.17353681194144,0.136363636363636,0.411483253588517,0.355074288592294,5429,"tags=33%, list=14%, signal=28%","TBC1D1/IRS2/IGF1R/PFKFB2/CREB3L4/CREB3/MTOR/PPP2R5B/FASN/FOXO3/CREB3L2/CAMKK2/PPP2CB/HMGCR/SLC2A4/EEF2K/PRKAA1/CPT1B/PRKAB2/MLYCD/PPP2R2D/ULK1/PFKFB1/CREB3L1/PRKAA2/PRKAB1/FBP2/STRADA/CRTC2/TSC2/RAB11B/PIK3CD/RAB2A/PDPK1/TSC1/PPP2R3C/IGF1/RPTOR/GYS1/RPS6KB2"
"hsa00590","hsa00590","Arachidonic acid metabolism",63,0.473088338329072,1.21150414033716,0.143700787401575,0.429852790140363,0.370925602263104,5293,"tags=22%, list=14%, signal=19%","HPGD/ALOX12B/CYP2U1/PLA2G4C/PLA2G4E/ALOX12/PLA2G4B/JMJD7-PLA2G4B/CYP2C9/PLA2G6/PLA2G12A/CYP2C19/TBXAS1/PLA2G4A"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",148,-0.401037907402254,-1.1527829155019,0.145922746781116,0.432736421488826,0.373413925519734,7572,"tags=32%, list=20%, signal=25%","KCNJ9/MAPK1/NDUFB11/DAGLA/MAPK13/MAPK12/NDUFA6/NDUFB5/GNG12/NDUFS2/NDUFA12/NDUFS5/ND1/ITPR3/NDUFB1/GNG11/NDUFA8/KCNJ3/ABHD6/NDUFB6/GABRQ/NDUFB10/PLCB3/ADCY9/NDUFV1/NDUFS1/GNG7/NAPEPLD/GNB5/NDUFAB1/NDUFS3/MAPK8/PLCB1/GABRD/GNG4/ITPR1/GNG13/GNG10/GNB4/GABRA3/NDUFB4/PLCB4/GNB3/ADCY7/MAPK9/ADCY3/ADCY1"
"hsa04929","hsa04929","GnRH secretion",65,-0.464817458911794,-1.18748442804839,0.148296593186373,0.435112572729572,0.375464337545102,7819,"tags=34%, list=21%, signal=27%","LHB/KCNJ9/CACNA1H/MAPK1/ITPR3/HCN2/KCNJ3/KISS1R/PLCB3/GNA11/PLCB1/ITPR1/KRAS/PIK3R2/PIK3CB/PLCB4/ARRB2/SPP1/P3R3URF-PIK3R3/PIK3R3/PIK3R1/GPER1"
"hsa04360","hsa04360","Axon guidance",183,-0.385350234043566,-1.14000574140896,0.149253731343284,0.435112572729572,0.375464337545102,6239,"tags=32%, list=17%, signal=27%","NGEF/ENAH/RHOD/SLIT1/NCK2/PPP3R1/EFNB1/CAMK2G/NFATC2/EPHA5/MET/FES/ROCK2/NRP1/PARD6B/EFNB3/RHOA/ARHGEF12/EPHB4/UNC5B/RYK/CDK5/PTCH1/EFNA3/SEMA7A/PAK4/SSH1/PPP3CA/SEMA6A/SEMA3F/KRAS/CFL2/SRGAP3/PTPN11/PPP3CB/PIK3R2/PIK3CB/EPHA6/SMO/RAC3/RGS3/EPHB2/SSH2/PARD6A/ROBO1/SEMA3C/P3R3URF-PIK3R3/PIK3R3/PARD6G/FZD3/ABLIM1/SEMA3G/PIK3R1/PAK1/DPYSL2/BUB1B-PAK6/CAMK2B/CAMK2D/DPYSL5"
"hsa05212","hsa05212","Pancreatic cancer",77,-0.438422120229926,-1.15842964280286,0.157258064516129,0.454594741122255,0.39227575580317,4645,"tags=35%, list=12%, signal=31%","CHUK/STAT1/RALB/RALA/BAX/MAPK8/RB1/E2F3/RALGDS/KRAS/CCND1/PIK3R2/PIK3CB/RAC3/SMAD3/MAPK9/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/CDK4/PIK3R1/DDB2/BRCA2/RAD51/E2F2/E2F1"
"hsa00100","hsa00100","Steroid biosynthesis",20,0.610060611628298,1.2499798525932,0.166,0.471933884297521,0.40723792953458,3069,"tags=40%, list=8%, signal=37%","FDFT1/DHCR24/MSMO1/SC5D/SQLE/LSS/NSDHL/HSD17B7"
"hsa04923","hsa04923","Regulation of lipolysis in adipocytes",59,-0.470071570221006,-1.1941472056808,0.165009940357853,0.471933884297521,0.40723792953458,3564,"tags=20%, list=10%, signal=18%","ABHD5/PDE3B/PIK3R2/PIK3CB/ADCY7/P3R3URF-PIK3R3/PIK3R3/ADORA1/PIK3R1/ADCY3/ADRB2/ADCY1"
"hsa00380","hsa00380","Tryptophan metabolism",42,-0.502335197072607,-1.19596340025675,0.174168297455969,0.487104831909376,0.420329138918127,4569,"tags=29%, list=12%, signal=25%","ALDH3A2/HADHA/EHHADH/HADH/CAT/ACAT1/DLST/ECHS1/AFMID/ALDH1B1/AADAT/DDC"
"hsa04971","hsa04971","Gastric acid secretion",76,-0.434155917297293,-1.1427944355856,0.174089068825911,0.487104831909376,0.420329138918127,6255,"tags=33%, list=17%, signal=27%","ATP4B/SSTR2/MYLK4/CAMK2G/SLC4A2/PLCB3/ADCY9/ATP1B3/ATP1A3/KCNJ16/KCNE2/CALM1/MYLK/PLCB1/KCNQ1/SLC9A1/ITPR1/PLCB4/CA2/ADCY7/ATP1B1/ADCY3/ADCY1/CAMK2B/CAMK2D"
"hsa04068","hsa04068","FoxO signaling pathway",133,0.396238543601417,1.11261912450592,0.191881918819188,0.532317581240329,0.459343812453405,5652,"tags=29%, list=15%, signal=25%","GADD45G/SGK1/CDKN2B/IRS2/SGK3/C8orf44-SGK3/IGF1R/FBXO32/MAPK11/GABARAPL1/EGF/FOXO3/BCL6/HOMER2/SLC2A4/TNFSF10/GADD45B/PRKAA1/CDKN1A/PRKAB2/NLK/PRKAA2/PRKAB1/BNIP3/EGFR/ARAF/TGFBR1/EP300/PIK3CD/FOXG1/PDPK1/GABARAPL2/CDKN1B/NRAS/IGF1/FOXO4/IKBKB/RBL2/STAT3"
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis",21,-0.583491111562392,-1.22858110516779,0.201195219123506,0.547272727272727,0.472248803827751,7037,"tags=43%, list=19%, signal=35%","AASDHPPT/PPCDC/ALDH3A2/BCAT2/PANK2/PANK1/ENPP1/ALDH1B1/ENPP3"
"hsa03320","hsa03320","PPAR signaling pathway",76,0.436802950804263,1.13946600236146,0.200787401574803,0.547272727272727,0.472248803827751,4654,"tags=21%, list=12%, signal=18%","ACSL3/DBI/HMGCS2/HMGCS1/ACOX3/ILK/SLC27A1/FADS2/PPARA/CPT1B/ACAA1/ACOX1/ME1/RXRB/NR1H3/PDPK1"
"hsa04918","hsa04918","Thyroid hormone synthesis",75,0.433600470164392,1.1289852966809,0.203155818540434,0.547272727272727,0.472248803827751,4439,"tags=24%, list=12%, signal=21%","TG/PRKCA/CREB3L4/ATP1A1/CREB3/CREB3L2/DUOX1/HSPA5/PDIA4/ATF6B/ATP1A2/HSP90B1/SLC26A4/ADCY6/CREB3L1/ATF2/CANX/GNAQ"
"hsa04270","hsa04270","Vascular smooth muscle contraction",134,0.393755367359446,1.10951527375848,0.203636363636364,0.547272727272727,0.472248803827751,4545,"tags=21%, list=12%, signal=18%","NPPC/PRKCA/PRKCH/ADM2/ADORA2A/ACTA2/PPP1CB/KCNMA1/ACTG2/NPPA/PLA2G4C/PLA2G4E/GNA12/MYH9/PPP1R12C/PLA2G4B/ADCY6/GUCY1A1/MYL9/NPR2/JMJD7-PLA2G4B/MYH14/MYL6/PLA2G6/ARAF/PLA2G12A/GNAQ/PRKCD"
"hsa00604","hsa00604","Glycosphingolipid biosynthesis - ganglio series",15,0.657797835819563,1.25447055728725,0.209643605870021,0.55051450701746,0.475046178026082,3060,"tags=20%, list=8%, signal=18%","B3GALT4/SLC33A1/HEXA"
"hsa00730","hsa00730","Thiamine metabolism",15,-0.607098488079939,-1.20376687296211,0.207619047619048,0.55051450701746,0.475046178026082,8319,"tags=47%, list=22%, signal=36%","TPK1/AK2/AK1/ACP1/NFS1/AK5/AK7"
"hsa03022","hsa03022","Basal transcription factors",43,-0.486006238935151,-1.15801617601341,0.209486166007905,0.55051450701746,0.475046178026082,7727,"tags=53%, list=21%, signal=43%","TAF9/ERCC2/MNAT1/TBP/TAF2/GTF2H4/TAF6/GTF2I/GTF2A1/GTF2H1/TAF11/TAF3/TAF4/GTF2H2C/GTF2H2/GTF2E1/TAF12/GTF2F2/TAF9B/GTF2H3/TAF5/CCNH/TAF4B"
"hsa04934","hsa04934","Cushing syndrome",155,-0.384113820348802,-1.10790844193005,0.219088937093275,0.570959048182475,0.492688040353299,3791,"tags=18%, list=10%, signal=16%","WNT8B/PLCB1/RB1/ASH2L/E2F3/ITPR1/RBBP5/CCND1/FH/PLCB4/FZD6/WNT10A/ADCY7/WDR5/WNT10B/FZD3/CDK4/ADCY3/PBX1/CDKN2C/CCNE1/ADCY1/CDK2/CAMK2B/CAMK2D/E2F2/E2F1/CCNE2"
"hsa05221","hsa05221","Acute myeloid leukemia",68,-0.435502701854233,-1.1267117234778,0.222444889779559,0.575346181083972,0.496473754790943,3010,"tags=22%, list=8%, signal=20%","SOS1/PIM2/KRAS/CCND1/PIK3R2/PIK3CB/CEBPA/PER2/EIF4EBP1/P3R3URF-PIK3R3/PIK3R3/PIK3R1/PIM1/MYC/CCNA2"
"hsa05310","hsa05310","Asthma",30,0.525284351101098,1.16735705183384,0.225742574257426,0.579518250332496,0.500073887985814,3181,"tags=10%, list=8%, signal=9%","HLA-DMA/TNF/FCER1G"
"hsa03450","hsa03450","Non-homologous end-joining",13,-0.623399577961632,-1.19213492797453,0.232558139534884,0.590537983238713,0.509582959832672,4661,"tags=54%, list=12%, signal=47%","NHEJ1/DCLRE1C/XRCC6/XRCC5/PRKDC/MRE11/FEN1"
"hsa00670","hsa00670","One carbon pool by folate",38,-0.48877439396752,-1.14552573292597,0.233791748526523,0.590537983238713,0.509582959832672,3033,"tags=29%, list=8%, signal=27%","AHCYL1/GCSH/MTR/GART/SHMT1/ATIC/MTHFD2/MTHFD1/GLDC/DHFR/TYMS"
"hsa04514","hsa04514","Cell adhesion molecules",156,0.381227117804767,1.08712628344928,0.235185185185185,0.590537983238713,0.509582959832672,5258,"tags=16%, list=14%, signal=14%","JAM3/CLDN8/ITGAV/SLITRK6/PTPRM/CLDN12/HLA-DMA/NECTIN2/HLA-B/CD99/HLA-C/HLA-A/NEO1/CDH15/HLA-E/CLDN7/PVR/ITGB1/CLDN4/NECTIN3/CLDN3/HLA-F/L1CAM/HLA-G/CLDN20"
"hsa04330","hsa04330","Notch signaling pathway",62,0.439826613964796,1.12040134596991,0.238568588469185,0.594389117526939,0.512906154047114,4539,"tags=32%, list=12%, signal=28%","PTCRA/ATXN1/JAG1/DTX2/ADAM17/PSENEN/TLE1/RFNG/APH1B/NUMB/CTBP2/HES1/NOTCH2/PSEN1/KAT2B/PSEN2/NCSTN/EP300/DLL1/CIR1"
"hsa05162","hsa05162","Measles",139,-0.384363316658027,-1.09517592429398,0.240174672489083,0.594389117526939,0.512906154047114,5916,"tags=29%, list=16%, signal=25%","IL1B/HSPA6/CSNK2B/CSNK2A1/EIF3H/IRAK1/EIF2AK2/RAB9B/CHUK/CASP3/STAT1/CSNK2A3/IFNAR2/RACK1/BAX/MAPK8/BID/FAS/MX1/CYCS/EIF2S1/HSPA8/TP73/CCND1/PIK3R2/EIF2AK4/PIK3CB/BBC3/CCND3/MAPK9/BCL2/TP53/P3R3URF-PIK3R3/PIK3R3/CDK4/PIK3R1/OAS3/FOS/CCNE1/CDK2/CCNE2"
"hsa05223","hsa05223","Non-small cell lung cancer",73,-0.42449626140819,-1.11132513746148,0.24390243902439,0.599303135888502,0.517146524848707,3931,"tags=29%, list=10%, signal=26%","BAX/STK4/SOS1/RB1/E2F3/KRAS/CCND1/RARB/PIK3R2/PIK3CB/EML4/TP53/P3R3URF-PIK3R3/PIK3R3/GADD45A/CDK4/PIK3R1/DDB2/RASSF5/E2F2/E2F1"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy",86,0.417419938156478,1.10981723418256,0.246575342465753,0.601573885164675,0.519105984138428,4241,"tags=15%, list=11%, signal=13%","ITGAV/CTNNA2/CACNG4/ACTB/DSP/ITGA5/ACTG1/LMNA/ITGB5/ITGB1/PKP2/ITGA10/CTNNA1"
"hsa04146","hsa04146","Peroxisome",83,0.419133141925236,1.10545344543005,0.250489236790607,0.606818996168794,0.523632059117502,3541,"tags=23%, list=9%, signal=21%","ACSL3/PEX10/ECI2/AMACR/ACOX3/PAOX/MPV17L2/PEX13/PEX16/FAR2/PEX2/PEX6/ACAA1/MLYCD/PEX14/ACOX1/HMGCL/MVK/NUDT13"
"hsa00430","hsa00430","Taurine and hypotaurine metabolism",17,0.588452252328577,1.17428069793957,0.264529058116232,0.611413302796068,0.527596546476412,7086,"tags=41%, list=19%, signal=33%","FMO4/GGT7/CSAD/FMO2/GGT1/LOC102724197/FMO3"
"hsa04744","hsa04744","Phototransduction",28,-0.514018251718135,-1.14262787271606,0.278787878787879,0.611413302796068,0.527596546476412,3956,"tags=21%, list=11%, signal=19%","GNGT1/PDE6B/CALM1/GNAT2/CNGA1/GRK1"
"hsa00531","hsa00531","Glycosaminoglycan degradation",19,0.55891271151501,1.1362710947977,0.298597194388778,0.611413302796068,0.527596546476412,6653,"tags=47%, list=18%, signal=39%","SGSH/NAGLU/GALNS/HEXA/HGSNAT/IDUA/HYAL1/GNS/HYAL2"
"hsa04392","hsa04392","Hippo signaling pathway - multiple species",29,-0.505696329154821,-1.13173918307032,0.280808080808081,0.611413302796068,0.527596546476412,5696,"tags=41%, list=15%, signal=35%","MOB1A/NF2/STK3/RASSF2/FRMD6/SAV1/LIMD1/TEAD1/AJUBA/RASSF4/PAK1/TEAD4"
"hsa04215","hsa04215","Apoptosis - multiple species",32,-0.489588019145023,-1.11821032074107,0.268924302788845,0.611413302796068,0.527596546476412,5106,"tags=41%, list=14%, signal=35%","HTRA2/CASP3/BAX/MAPK8/BID/CYCS/CASP7/BBC3/MAPK9/BCL2L11/BCL2/PMAIP1/BIRC5"
"hsa00591","hsa00591","Linoleic acid metabolism",30,0.501623198830638,1.11477407863174,0.287128712871287,0.611413302796068,0.527596546476412,5954,"tags=33%, list=16%, signal=28%","PLA2G4C/PLA2G4E/PLA2G4B/JMJD7-PLA2G4B/CYP2C9/PLA2G6/PLA2G12A/CYP2C19/PLA2G4A/PLB1"
"hsa04981","hsa04981","Folate transport and metabolism",31,-0.491412488976623,-1.11444558031625,0.284,0.611413302796068,0.527596546476412,5714,"tags=39%, list=15%, signal=33%","ABCG2/SLC19A1/ABCC3/SLC46A1/FOLR1/ABCC5/MTR/FOLH1/SHMT1/MTHFD1/DHFR/TYMS"
"hsa00071","hsa00071","Fatty acid degradation",43,0.465627284343732,1.10956779053038,0.280241935483871,0.611413302796068,0.527596546476412,3339,"tags=19%, list=9%, signal=17%","CYP2U1/ACSL3/ECI2/ACOX3/CPT1B/ACAA1/ACOX1/ACADVL"
"hsa04672","hsa04672","Intestinal immune network for IgA production",48,0.455435312040041,1.10581341639061,0.280487804878049,0.611413302796068,0.527596546476412,2645,"tags=8%, list=7%, signal=8%","CXCR4/HLA-DMA/TNFSF13/LTBR"
